date,country,active_users,content_created,reports,enforcements,appeals,successful_appeals,median_response_time_hours,reports_spam,reports_harassment_hate,reports_nudity,reports_misinformation,reports_child_safety,reports_other,reports_user,reports_ai,reports_trusted,enf_removed,enf_warning,enf_suspension,enf_downrank,report_rate,enforcement_rate,appeal_rate,appeal_success_rate,share_spam,share_harassment_hate,share_nudity,share_misinformation,share_child_safety,share_other,share_user,share_ai,share_trusted
2025-04-10,Indonesia,426897,16611,188,137,11,0,20.5,65,29,27,32,3,32,86,88,14,87,13,5,32,0.011317801456865933,0.7287234042553191,0.08029197080291971,0.0,0.34574468085106386,0.15425531914893617,0.14361702127659576,0.1702127659574468,0.015957446808510637,0.1702127659574468,0.4574468085106383,0.46808510638297873,0.07446808510638298
2025-04-10,Philippines,206604,4205,52,35,0,0,27.2,21,11,3,8,2,7,21,22,9,28,2,0,5,0.012366230677764566,0.6730769230769231,0.0,,0.40384615384615385,0.21153846153846154,0.057692307692307696,0.15384615384615385,0.038461538461538464,0.1346153846153846,0.40384615384615385,0.4230769230769231,0.17307692307692307
2025-04-10,Thailand,148895,4132,54,34,0,0,22.7,26,5,9,9,2,3,17,32,5,19,5,3,7,0.013068731848983543,0.6296296296296297,0.0,,0.48148148148148145,0.09259259259259259,0.16666666666666666,0.16666666666666666,0.037037037037037035,0.05555555555555555,0.3148148148148148,0.5925925925925926,0.09259259259259259
2025-04-10,Vietnam,172727,6738,98,69,3,0,26.7,40,13,13,17,1,14,43,42,13,32,13,2,22,0.014544375185514989,0.7040816326530612,0.043478260869565216,0.0,0.40816326530612246,0.1326530612244898,0.1326530612244898,0.17346938775510204,0.01020408163265306,0.14285714285714285,0.4387755102040816,0.42857142857142855,0.1326530612244898
2025-04-11,Singapore,49378,2210,27,18,0,0,23.2,7,5,4,7,0,4,12,12,3,9,4,1,4,0.012217194570135747,0.6666666666666666,0.0,,0.25925925925925924,0.18518518518518517,0.14814814814814814,0.25925925925925924,0.0,0.14814814814814814,0.4444444444444444,0.4444444444444444,0.1111111111111111
2025-04-11,Indonesia,409101,19368,202,136,6,0,24.1,85,28,27,34,4,24,83,101,18,80,16,8,32,0.010429574555968608,0.6732673267326733,0.04411764705882353,0.0,0.4207920792079208,0.13861386138613863,0.13366336633663367,0.16831683168316833,0.019801980198019802,0.1188118811881188,0.41089108910891087,0.5,0.0891089108910891
2025-04-11,Philippines,200242,7273,97,73,4,0,21.6,32,19,13,22,3,8,38,44,15,44,6,1,22,0.013336999862505156,0.7525773195876289,0.0547945205479452,0.0,0.32989690721649484,0.1958762886597938,0.13402061855670103,0.2268041237113402,0.030927835051546393,0.08247422680412371,0.3917525773195876,0.4536082474226804,0.15463917525773196
2025-04-11,Thailand,155426,7309,106,82,3,0,20.8,50,22,9,13,2,10,39,55,12,51,7,5,19,0.014502667943631139,0.7735849056603774,0.036585365853658534,0.0,0.4716981132075472,0.20754716981132076,0.08490566037735849,0.12264150943396226,0.018867924528301886,0.09433962264150944,0.36792452830188677,0.5188679245283019,0.11320754716981132
2025-04-11,Vietnam,177663,6349,79,56,2,0,21.2,37,9,8,9,2,14,40,31,8,31,9,1,15,0.012442904394392818,0.7088607594936709,0.03571428571428571,0.0,0.46835443037974683,0.11392405063291139,0.10126582278481013,0.11392405063291139,0.02531645569620253,0.17721518987341772,0.5063291139240507,0.3924050632911392,0.10126582278481013
2025-04-12,Singapore,48915,1415,15,9,0,0,22.3,3,4,1,3,0,4,10,5,0,6,2,0,1,0.01060070671378092,0.6,0.0,,0.2,0.26666666666666666,0.06666666666666667,0.2,0.0,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.0
2025-04-12,Indonesia,433208,13504,166,117,5,0,20.8,63,24,25,27,4,23,66,86,14,69,15,2,31,0.01229265402843602,0.7048192771084337,0.042735042735042736,0.0,0.3795180722891566,0.14457831325301204,0.15060240963855423,0.16265060240963855,0.024096385542168676,0.13855421686746988,0.39759036144578314,0.5180722891566265,0.08433734939759036
2025-04-12,Philippines,200030,9503,125,92,4,0,26.9,53,15,8,25,2,22,47,64,14,53,7,2,30,0.013153740923918763,0.736,0.043478260869565216,0.0,0.424,0.12,0.064,0.2,0.016,0.176,0.376,0.512,0.112
2025-04-12,Thailand,154384,5750,80,58,1,0,25.7,29,13,13,10,0,15,30,43,7,34,6,4,14,0.01391304347826087,0.725,0.017241379310344827,0.0,0.3625,0.1625,0.1625,0.125,0.0,0.1875,0.375,0.5375,0.0875
2025-04-12,Vietnam,191454,4707,45,30,0,0,24.5,15,5,6,10,1,8,21,22,2,19,4,0,7,0.009560229445506692,0.6666666666666666,0.0,,0.3333333333333333,0.1111111111111111,0.13333333333333333,0.2222222222222222,0.022222222222222223,0.17777777777777778,0.4666666666666667,0.4888888888888889,0.044444444444444446
2025-04-13,Singapore,46053,1350,14,8,0,0,25.1,5,3,0,1,0,5,9,3,2,6,1,0,1,0.01037037037037037,0.5714285714285714,0.0,,0.35714285714285715,0.21428571428571427,0.0,0.07142857142857142,0.0,0.35714285714285715,0.6428571428571429,0.21428571428571427,0.14285714285714285
2025-04-13,Indonesia,414127,17434,215,154,8,0,23.7,91,35,17,48,5,19,82,104,29,97,19,4,34,0.012332224389124699,0.7162790697674418,0.05194805194805195,0.0,0.4232558139534884,0.16279069767441862,0.07906976744186046,0.22325581395348837,0.023255813953488372,0.08837209302325581,0.3813953488372093,0.48372093023255813,0.13488372093023257
2025-04-13,Philippines,199163,8139,118,79,5,0,21.8,50,19,8,23,2,16,46,64,8,43,10,7,19,0.014498095589138714,0.6694915254237288,0.06329113924050633,0.0,0.423728813559322,0.16101694915254236,0.06779661016949153,0.19491525423728814,0.01694915254237288,0.13559322033898305,0.3898305084745763,0.5423728813559322,0.06779661016949153
2025-04-13,Thailand,135341,5549,75,50,2,0,22.9,33,17,5,8,2,10,27,36,12,31,7,0,12,0.013515948819607137,0.6666666666666666,0.04,0.0,0.44,0.22666666666666666,0.06666666666666667,0.10666666666666667,0.02666666666666667,0.13333333333333333,0.36,0.48,0.16
2025-04-13,Vietnam,177207,5387,77,55,1,0,26.5,30,9,11,14,1,12,31,38,8,29,9,1,16,0.014293669946166697,0.7142857142857143,0.01818181818181818,0.0,0.38961038961038963,0.11688311688311688,0.14285714285714285,0.18181818181818182,0.012987012987012988,0.15584415584415584,0.4025974025974026,0.4935064935064935,0.1038961038961039
2025-04-14,Singapore,48234,1000,10,5,0,0,21.0,2,3,2,3,0,0,5,3,2,3,1,0,1,0.01,0.5,0.0,,0.2,0.3,0.2,0.3,0.0,0.0,0.5,0.3,0.2
2025-04-14,Indonesia,414391,19156,201,142,10,0,19.5,88,32,21,34,3,23,85,96,20,78,23,5,36,0.010492795990812279,0.7064676616915423,0.07042253521126761,0.0,0.43781094527363185,0.15920398009950248,0.1044776119402985,0.1691542288557214,0.014925373134328358,0.11442786069651742,0.4228855721393035,0.47761194029850745,0.09950248756218906
2025-04-14,Philippines,199765,4785,62,45,0,0,20.5,22,9,6,13,0,12,23,35,4,25,8,2,10,0.012957157784743992,0.7258064516129032,0.0,,0.3548387096774194,0.14516129032258066,0.0967741935483871,0.20967741935483872,0.0,0.1935483870967742,0.3709677419354839,0.5645161290322581,0.06451612903225806
2025-04-14,Thailand,147941,4658,64,44,1,0,27.0,24,15,10,10,0,5,27,28,9,29,4,2,9,0.013739802490339202,0.6875,0.022727272727272728,0.0,0.375,0.234375,0.15625,0.15625,0.0,0.078125,0.421875,0.4375,0.140625
2025-04-14,Vietnam,178833,4487,59,40,1,0,21.5,25,10,5,9,2,8,23,31,5,25,7,2,6,0.013149097392467127,0.6779661016949152,0.025,0.0,0.423728813559322,0.1694915254237288,0.0847457627118644,0.15254237288135594,0.03389830508474576,0.13559322033898305,0.3898305084745763,0.5254237288135594,0.0847457627118644
2025-04-15,Singapore,49939,1815,17,10,0,0,23.6,6,3,3,1,0,4,7,9,1,5,2,1,2,0.009366391184573003,0.5882352941176471,0.0,,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.0,0.23529411764705882,0.4117647058823529,0.5294117647058824,0.058823529411764705
2025-04-15,Indonesia,376081,12065,140,103,7,0,23.9,57,20,22,24,2,15,52,75,13,63,12,3,25,0.011603812681309573,0.7357142857142858,0.06796116504854369,0.0,0.40714285714285714,0.14285714285714285,0.15714285714285714,0.17142857142857143,0.014285714285714285,0.10714285714285714,0.37142857142857144,0.5357142857142857,0.09285714285714286
2025-04-15,Philippines,202744,8362,117,87,6,0,22.9,42,18,15,24,2,16,52,52,13,57,11,1,18,0.013991867974168858,0.7435897435897436,0.06896551724137931,0.0,0.358974358974359,0.15384615384615385,0.1282051282051282,0.20512820512820512,0.017094017094017096,0.13675213675213677,0.4444444444444444,0.4444444444444444,0.1111111111111111
2025-04-15,Thailand,147826,4261,59,42,1,0,22.6,27,8,4,13,1,6,28,29,2,22,5,1,14,0.013846514902605023,0.711864406779661,0.023809523809523808,0.0,0.4576271186440678,0.13559322033898305,0.06779661016949153,0.22033898305084745,0.01694915254237288,0.1016949152542373,0.4745762711864407,0.4915254237288136,0.03389830508474576
2025-04-15,Vietnam,186366,7793,84,53,2,0,21.2,33,12,5,16,2,16,38,39,7,28,8,3,14,0.010778904144745284,0.6309523809523809,0.03773584905660377,0.0,0.39285714285714285,0.14285714285714285,0.05952380952380952,0.19047619047619047,0.023809523809523808,0.19047619047619047,0.4523809523809524,0.4642857142857143,0.08333333333333333
2025-04-16,Singapore,48899,2338,32,20,0,0,21.4,9,3,5,11,0,4,14,15,3,7,3,0,10,0.013686911890504704,0.625,0.0,,0.28125,0.09375,0.15625,0.34375,0.0,0.125,0.4375,0.46875,0.09375
2025-04-16,Indonesia,359279,10659,130,91,4,0,26.0,49,24,12,33,0,12,57,60,13,49,20,3,19,0.012196266066235107,0.7,0.04395604395604396,0.0,0.3769230769230769,0.18461538461538463,0.09230769230769231,0.25384615384615383,0.0,0.09230769230769231,0.43846153846153846,0.46153846153846156,0.1
2025-04-16,Philippines,202201,6651,85,55,3,0,19.2,41,18,5,12,2,7,20,53,12,38,4,3,10,0.012780033077732672,0.6470588235294118,0.05454545454545454,0.0,0.4823529411764706,0.21176470588235294,0.058823529411764705,0.1411764705882353,0.023529411764705882,0.08235294117647059,0.23529411764705882,0.6235294117647059,0.1411764705882353
2025-04-16,Thailand,157742,5964,83,57,1,0,19.6,27,17,9,11,2,17,31,36,16,27,10,2,18,0.013916834339369551,0.6867469879518072,0.017543859649122806,0.0,0.3253012048192771,0.20481927710843373,0.10843373493975904,0.13253012048192772,0.024096385542168676,0.20481927710843373,0.37349397590361444,0.43373493975903615,0.1927710843373494
2025-04-16,Vietnam,182813,4323,41,26,0,0,21.8,23,5,3,5,1,4,16,18,7,15,5,1,5,0.009484154522322461,0.6341463414634146,0.0,,0.5609756097560976,0.12195121951219512,0.07317073170731707,0.12195121951219512,0.024390243902439025,0.0975609756097561,0.3902439024390244,0.43902439024390244,0.17073170731707318
2025-04-17,Singapore,51612,1454,16,10,0,0,22.6,8,5,0,3,0,0,5,9,2,5,2,0,3,0.011004126547455296,0.625,0.0,,0.5,0.3125,0.0,0.1875,0.0,0.0,0.3125,0.5625,0.125
2025-04-17,Indonesia,398702,11263,116,88,4,0,25.1,42,14,15,24,2,19,53,50,13,53,10,5,20,0.01029920980200657,0.7586206896551724,0.045454545454545456,0.0,0.3620689655172414,0.1206896551724138,0.12931034482758622,0.20689655172413793,0.017241379310344827,0.16379310344827586,0.45689655172413796,0.43103448275862066,0.11206896551724138
2025-04-17,Philippines,208425,7569,107,77,4,0,23.6,39,21,13,21,2,11,44,54,9,39,10,3,25,0.014136609855991545,0.719626168224299,0.05194805194805195,0.0,0.3644859813084112,0.19626168224299065,0.12149532710280374,0.19626168224299065,0.018691588785046728,0.102803738317757,0.411214953271028,0.5046728971962616,0.08411214953271028
2025-04-17,Thailand,157153,4430,45,30,0,0,25.2,14,10,6,10,0,5,22,15,8,16,4,4,6,0.010158013544018058,0.6666666666666666,0.0,,0.3111111111111111,0.2222222222222222,0.13333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.4888888888888889,0.3333333333333333,0.17777777777777778
2025-04-17,Vietnam,199546,7630,74,50,1,0,23.5,34,11,12,8,0,9,27,39,8,38,4,2,6,0.009698558322411533,0.6756756756756757,0.02,0.0,0.4594594594594595,0.14864864864864866,0.16216216216216217,0.10810810810810811,0.0,0.12162162162162163,0.36486486486486486,0.527027027027027,0.10810810810810811
2025-04-18,Singapore,48187,1996,25,15,0,0,19.7,11,3,3,4,0,4,13,10,2,9,2,1,3,0.012525050100200401,0.6,0.0,,0.44,0.12,0.12,0.16,0.0,0.16,0.52,0.4,0.08
2025-04-18,Indonesia,397061,14496,161,110,6,0,21.4,64,24,27,23,5,18,61,84,16,67,15,8,20,0.011106512141280353,0.6832298136645962,0.05454545454545454,0.0,0.39751552795031053,0.14906832298136646,0.16770186335403728,0.14285714285714285,0.031055900621118012,0.11180124223602485,0.37888198757763975,0.5217391304347826,0.09937888198757763
2025-04-18,Philippines,207599,5973,56,40,0,0,25.4,14,10,8,8,2,14,27,21,8,27,5,1,7,0.009375523187677884,0.7142857142857143,0.0,,0.25,0.17857142857142858,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.25,0.48214285714285715,0.375,0.14285714285714285
2025-04-18,Thailand,155723,3815,48,30,0,0,21.1,18,6,7,9,2,6,18,23,7,20,2,2,6,0.012581913499344692,0.625,0.0,,0.375,0.125,0.14583333333333334,0.1875,0.041666666666666664,0.125,0.375,0.4791666666666667,0.14583333333333334
2025-04-18,Vietnam,183599,7326,106,73,2,0,20.0,50,15,8,18,1,14,38,53,15,42,14,1,16,0.014469014469014468,0.6886792452830188,0.0273972602739726,0.0,0.4716981132075472,0.14150943396226415,0.07547169811320754,0.16981132075471697,0.009433962264150943,0.1320754716981132,0.3584905660377358,0.5,0.14150943396226415
2025-04-19,Singapore,50414,1017,11,6,0,0,23.4,9,1,0,0,0,1,2,8,1,5,0,0,1,0.010816125860373648,0.5454545454545454,0.0,,0.8181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.09090909090909091
2025-04-19,Indonesia,431279,17426,196,138,8,0,19.1,77,28,21,33,2,35,88,80,28,92,12,9,25,0.011247561115574428,0.7040816326530612,0.057971014492753624,0.0,0.39285714285714285,0.14285714285714285,0.10714285714285714,0.1683673469387755,0.01020408163265306,0.17857142857142858,0.4489795918367347,0.40816326530612246,0.14285714285714285
2025-04-19,Philippines,208021,7852,71,47,2,0,23.8,16,15,8,20,2,10,35,27,9,31,7,2,7,0.009042282221090167,0.6619718309859155,0.0425531914893617,0.0,0.22535211267605634,0.2112676056338028,0.11267605633802817,0.28169014084507044,0.028169014084507043,0.14084507042253522,0.49295774647887325,0.38028169014084506,0.1267605633802817
2025-04-19,Thailand,148007,5365,59,39,0,0,20.9,19,12,11,8,2,7,23,30,6,29,6,0,4,0.010997204100652377,0.6610169491525424,0.0,,0.3220338983050847,0.2033898305084746,0.1864406779661017,0.13559322033898305,0.03389830508474576,0.11864406779661017,0.3898305084745763,0.5084745762711864,0.1016949152542373
2025-04-19,Vietnam,179202,5512,81,53,2,0,25.0,29,8,12,16,1,15,36,38,7,29,9,2,13,0.01469521044992743,0.654320987654321,0.03773584905660377,0.0,0.35802469135802467,0.09876543209876543,0.14814814814814814,0.19753086419753085,0.012345679012345678,0.18518518518518517,0.4444444444444444,0.4691358024691358,0.08641975308641975
2025-04-20,Singapore,52061,2209,23,14,0,0,26.3,7,4,5,3,0,4,13,9,1,8,2,0,4,0.01041195110909914,0.6086956521739131,0.0,,0.30434782608695654,0.17391304347826086,0.21739130434782608,0.13043478260869565,0.0,0.17391304347826086,0.5652173913043478,0.391304347826087,0.043478260869565216
2025-04-20,Indonesia,381680,15628,238,178,9,1,20.1,84,40,32,44,3,35,97,117,24,113,20,8,37,0.015229076017404659,0.7478991596638656,0.05056179775280899,0.1111111111111111,0.35294117647058826,0.16806722689075632,0.13445378151260504,0.18487394957983194,0.012605042016806723,0.14705882352941177,0.40756302521008403,0.49159663865546216,0.10084033613445378
2025-04-20,Philippines,202781,8916,82,57,0,0,20.5,37,9,12,9,2,13,36,38,8,35,4,3,15,0.009196949304620906,0.6951219512195121,0.0,,0.45121951219512196,0.10975609756097561,0.14634146341463414,0.10975609756097561,0.024390243902439025,0.15853658536585366,0.43902439024390244,0.4634146341463415,0.0975609756097561
2025-04-20,Thailand,137806,3875,53,35,2,0,25.3,22,7,4,11,1,8,23,24,6,17,3,1,14,0.01367741935483871,0.660377358490566,0.05714285714285714,0.0,0.41509433962264153,0.1320754716981132,0.07547169811320754,0.20754716981132076,0.018867924528301886,0.1509433962264151,0.4339622641509434,0.4528301886792453,0.11320754716981132
2025-04-20,Vietnam,182102,4556,69,48,1,0,25.0,26,7,9,12,4,11,24,36,9,29,8,1,10,0.01514486391571554,0.6956521739130435,0.020833333333333332,0.0,0.37681159420289856,0.10144927536231885,0.13043478260869565,0.17391304347826086,0.057971014492753624,0.15942028985507245,0.34782608695652173,0.5217391304347826,0.13043478260869565
2025-04-21,Singapore,55292,1545,15,9,0,0,26.8,6,1,4,4,0,0,6,8,1,8,0,0,1,0.009708737864077669,0.6,0.0,,0.4,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.0,0.0,0.4,0.5333333333333333,0.06666666666666667
2025-04-21,Indonesia,393644,8288,87,56,1,0,20.6,39,12,6,13,2,15,32,43,12,36,5,3,12,0.010497104247104247,0.6436781609195402,0.017857142857142856,0.0,0.4482758620689655,0.13793103448275862,0.06896551724137931,0.14942528735632185,0.022988505747126436,0.1724137931034483,0.367816091954023,0.4942528735632184,0.13793103448275862
2025-04-21,Philippines,201515,5154,54,36,0,0,25.9,20,8,6,14,0,6,27,21,6,22,7,0,7,0.010477299185098952,0.6666666666666666,0.0,,0.37037037037037035,0.14814814814814814,0.1111111111111111,0.25925925925925924,0.0,0.1111111111111111,0.5,0.3888888888888889,0.1111111111111111
2025-04-21,Thailand,151367,7343,91,59,2,0,24.3,28,14,10,21,3,15,37,47,7,22,9,7,21,0.012392755004766444,0.6483516483516484,0.03389830508474576,0.0,0.3076923076923077,0.15384615384615385,0.10989010989010989,0.23076923076923078,0.03296703296703297,0.16483516483516483,0.4065934065934066,0.5164835164835165,0.07692307692307693
2025-04-21,Vietnam,168173,4284,55,41,0,0,22.3,21,9,13,4,0,8,19,32,4,26,4,3,8,0.012838468720821661,0.7454545454545455,0.0,,0.38181818181818183,0.16363636363636364,0.23636363636363636,0.07272727272727272,0.0,0.14545454545454545,0.34545454545454546,0.5818181818181818,0.07272727272727272
2025-04-22,Singapore,49321,1124,9,4,0,0,21.8,2,1,2,1,0,3,5,2,2,0,1,0,3,0.00800711743772242,0.4444444444444444,0.0,,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.2222222222222222
2025-04-22,Indonesia,362606,11896,186,134,7,0,21.5,81,25,24,35,2,19,60,102,24,88,11,5,30,0.015635507733691996,0.7204301075268817,0.05223880597014925,0.0,0.43548387096774194,0.13440860215053763,0.12903225806451613,0.1881720430107527,0.010752688172043012,0.10215053763440861,0.3225806451612903,0.5483870967741935,0.12903225806451613
2025-04-22,Philippines,219006,7148,100,68,2,0,23.0,46,14,9,17,4,10,42,51,7,40,8,6,14,0.013989927252378288,0.68,0.029411764705882353,0.0,0.46,0.14,0.09,0.17,0.04,0.1,0.42,0.51,0.07
2025-04-22,Thailand,152949,7018,79,53,1,0,25.1,35,10,12,16,0,6,38,34,7,36,5,1,11,0.011256768310059846,0.6708860759493671,0.018867924528301886,0.0,0.4430379746835443,0.12658227848101267,0.1518987341772152,0.20253164556962025,0.0,0.0759493670886076,0.4810126582278481,0.43037974683544306,0.08860759493670886
2025-04-22,Vietnam,175685,5864,64,47,2,0,25.2,27,7,9,14,0,7,27,33,4,29,9,1,8,0.010914051841746248,0.734375,0.0425531914893617,0.0,0.421875,0.109375,0.140625,0.21875,0.0,0.109375,0.421875,0.515625,0.0625
2025-04-23,Singapore,54073,1507,15,9,0,0,23.2,4,5,1,3,0,2,9,4,2,5,2,0,2,0.009953550099535502,0.6,0.0,,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.2,0.0,0.13333333333333333,0.6,0.26666666666666666,0.13333333333333333
2025-04-23,Indonesia,390792,13003,135,94,5,0,22.7,51,19,17,33,0,15,52,69,14,53,12,3,26,0.010382219487810505,0.6962962962962963,0.05319148936170213,0.0,0.37777777777777777,0.14074074074074075,0.1259259259259259,0.24444444444444444,0.0,0.1111111111111111,0.3851851851851852,0.5111111111111111,0.1037037037037037
2025-04-23,Philippines,205965,9852,103,66,3,0,25.7,43,13,9,17,3,18,46,44,13,37,10,3,16,0.01045473000406009,0.6407766990291263,0.045454545454545456,0.0,0.4174757281553398,0.1262135922330097,0.08737864077669903,0.1650485436893204,0.02912621359223301,0.17475728155339806,0.44660194174757284,0.42718446601941745,0.1262135922330097
2025-04-23,Thailand,150346,5432,72,52,0,0,19.2,27,11,14,10,0,10,26,44,2,34,6,3,9,0.013254786450662739,0.7222222222222222,0.0,,0.375,0.1527777777777778,0.19444444444444445,0.1388888888888889,0.0,0.1388888888888889,0.3611111111111111,0.6111111111111112,0.027777777777777776
2025-04-23,Vietnam,186740,6440,70,52,1,0,19.1,32,10,7,12,1,8,22,40,8,32,6,2,12,0.010869565217391304,0.7428571428571429,0.019230769230769232,0.0,0.45714285714285713,0.14285714285714285,0.1,0.17142857142857143,0.014285714285714285,0.11428571428571428,0.3142857142857143,0.5714285714285714,0.11428571428571428
2025-04-24,Singapore,49354,2426,28,16,0,0,26.5,10,7,3,5,1,2,12,12,4,6,2,1,7,0.011541632316570486,0.5714285714285714,0.0,,0.35714285714285715,0.25,0.10714285714285714,0.17857142857142858,0.03571428571428571,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.14285714285714285
2025-04-24,Indonesia,390059,18966,297,209,13,0,20.7,126,44,33,55,7,32,104,153,40,135,19,8,47,0.015659601391964567,0.7037037037037037,0.06220095693779904,0.0,0.42424242424242425,0.14814814814814814,0.1111111111111111,0.18518518518518517,0.02356902356902357,0.10774410774410774,0.3501683501683502,0.5151515151515151,0.13468013468013468
2025-04-24,Philippines,195183,8246,108,81,3,0,24.8,46,17,14,14,4,13,44,53,11,53,12,2,14,0.01309725927722532,0.75,0.037037037037037035,0.0,0.42592592592592593,0.1574074074074074,0.12962962962962962,0.12962962962962962,0.037037037037037035,0.12037037037037036,0.4074074074074074,0.49074074074074076,0.10185185185185185
2025-04-24,Thailand,151819,3619,42,27,0,0,20.6,15,5,5,12,1,4,16,23,3,20,2,2,3,0.01160541586073501,0.6428571428571429,0.0,,0.35714285714285715,0.11904761904761904,0.11904761904761904,0.2857142857142857,0.023809523809523808,0.09523809523809523,0.38095238095238093,0.5476190476190477,0.07142857142857142
2025-04-24,Vietnam,189839,8579,94,67,3,0,26.3,47,13,10,16,3,5,34,52,8,33,9,6,19,0.010956987993938688,0.7127659574468085,0.04477611940298507,0.0,0.5,0.13829787234042554,0.10638297872340426,0.1702127659574468,0.031914893617021274,0.05319148936170213,0.3617021276595745,0.5531914893617021,0.0851063829787234
2025-04-25,Singapore,51890,1159,12,9,0,0,26.1,5,3,4,0,0,0,7,4,1,4,1,1,3,0.010353753235547885,0.75,0.0,,0.4166666666666667,0.25,0.3333333333333333,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333
2025-04-25,Indonesia,387935,14737,170,120,6,0,22.3,66,21,26,34,2,21,72,83,15,75,13,2,30,0.011535590690099748,0.7058823529411765,0.05,0.0,0.38823529411764707,0.12352941176470589,0.15294117647058825,0.2,0.011764705882352941,0.12352941176470589,0.4235294117647059,0.48823529411764705,0.08823529411764706
2025-04-25,Philippines,205735,9143,131,90,5,0,22.5,52,23,13,24,2,17,57,62,12,52,10,5,23,0.014327901126544898,0.6870229007633588,0.05555555555555555,0.0,0.3969465648854962,0.17557251908396945,0.09923664122137404,0.183206106870229,0.015267175572519083,0.1297709923664122,0.4351145038167939,0.4732824427480916,0.0916030534351145
2025-04-25,Thailand,143613,2957,35,25,1,0,21.4,19,3,3,3,1,6,14,19,2,13,5,0,7,0.011836320595197836,0.7142857142857143,0.04,0.0,0.5428571428571428,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.17142857142857143,0.4,0.5428571428571428,0.05714285714285714
2025-04-25,Vietnam,188695,4116,55,36,1,0,22.4,23,7,8,9,1,7,21,31,3,20,6,1,9,0.01336248785228377,0.6545454545454545,0.027777777777777776,0.0,0.41818181818181815,0.12727272727272726,0.14545454545454545,0.16363636363636364,0.01818181818181818,0.12727272727272726,0.38181818181818183,0.5636363636363636,0.05454545454545454
2025-04-26,Singapore,51209,1479,17,9,0,0,18.9,6,1,3,3,0,4,5,10,2,4,2,0,3,0.011494252873563218,0.5294117647058824,0.0,,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,0.23529411764705882,0.29411764705882354,0.5882352941176471,0.11764705882352941
2025-04-26,Indonesia,399154,9152,92,64,1,0,24.0,40,17,13,7,4,11,34,52,6,38,14,2,10,0.010052447552447552,0.6956521739130435,0.015625,0.0,0.43478260869565216,0.18478260869565216,0.14130434782608695,0.07608695652173914,0.043478260869565216,0.11956521739130435,0.3695652173913043,0.5652173913043478,0.06521739130434782
2025-04-26,Philippines,210945,7063,92,66,1,0,19.9,32,18,9,16,0,17,42,43,7,36,9,2,19,0.013025626504318278,0.717391304347826,0.015151515151515152,0.0,0.34782608695652173,0.1956521739130435,0.09782608695652174,0.17391304347826086,0.0,0.18478260869565216,0.45652173913043476,0.4673913043478261,0.07608695652173914
2025-04-26,Thailand,159273,3730,38,25,0,0,26.4,14,10,4,2,1,7,16,18,4,20,2,2,1,0.010187667560321715,0.6578947368421053,0.0,,0.3684210526315789,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.18421052631578946,0.42105263157894735,0.47368421052631576,0.10526315789473684
2025-04-26,Vietnam,164977,4037,57,37,1,0,23.3,26,10,6,9,0,6,14,36,7,22,5,1,9,0.014119395590785237,0.6491228070175439,0.02702702702702703,0.0,0.45614035087719296,0.17543859649122806,0.10526315789473684,0.15789473684210525,0.0,0.10526315789473684,0.24561403508771928,0.631578947368421,0.12280701754385964
2025-04-27,Singapore,51780,1172,16,10,0,0,25.0,9,0,3,1,0,3,5,11,0,8,0,0,2,0.013651877133105802,0.625,0.0,,0.5625,0.0,0.1875,0.0625,0.0,0.1875,0.3125,0.6875,0.0
2025-04-27,Indonesia,412102,15475,167,110,5,0,25.9,55,22,29,34,4,23,72,77,18,69,10,7,24,0.010791599353796446,0.6586826347305389,0.045454545454545456,0.0,0.32934131736526945,0.1317365269461078,0.17365269461077845,0.20359281437125748,0.023952095808383235,0.1377245508982036,0.4311377245508982,0.46107784431137727,0.10778443113772455
2025-04-27,Philippines,197198,5178,62,40,0,0,25.7,23,9,7,10,1,12,24,27,11,24,5,2,9,0.01197373503283121,0.6451612903225806,0.0,,0.3709677419354839,0.14516129032258066,0.11290322580645161,0.16129032258064516,0.016129032258064516,0.1935483870967742,0.3870967741935484,0.43548387096774194,0.1774193548387097
2025-04-27,Thailand,140410,6959,82,58,2,0,21.5,34,12,5,17,1,13,30,43,9,34,8,1,15,0.011783302198591751,0.7073170731707317,0.034482758620689655,0.0,0.4146341463414634,0.14634146341463414,0.06097560975609756,0.2073170731707317,0.012195121951219513,0.15853658536585366,0.36585365853658536,0.524390243902439,0.10975609756097561
